Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Methotrexate	Methotrexate	ATIC	Protein	P31939	Homo sapiens	DrugBank	16971132	NA	NA	NA	II
Methotrexate	Methotrexate	ATIC	Protein	P31939	Homo sapiens	DrugBank	16936229	NA	NA	NA	II
Methotrexate	Methotrexate	ATIC	Protein	P31939	Homo sapiens	DrugBank	24284432	NA	NA	NA	II
Methotrexate	Methotrexate	ATIC	Protein	P31939	Homo sapiens	DrugBank	17333344	NA	NA	NA	II
Methotrexate	Methotrexate	ATIC	Protein	P31939	Homo sapiens	DrugBank	17130456	NA	NA	NA	II
Methotrexate	Methotrexate	SLC19A1	Protein	P41440	Homo sapiens	IUPHAR	15615544	Ki	=	4700	III
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	16647263	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	16971132	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	16936229	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	24284432	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	17333344	NA	NA	NA	II
Methotrexate	Methotrexate	TYMS	Protein	P04818	Homo sapiens	DrugBank	17130456	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	12672240	Ki	=	1.389999986	III
Fulvestrant	Fulvestrant	GPER1	Protein	Q99527	Homo sapiens	IUPHAR	15539556	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	15865850	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	15018596	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11922402	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12542403	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	20151846	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12080538	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	11398912	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	DrugBank	12113237	NA	NA	NA	II
Fulvestrant	Fulvestrant	ESR1	Protein	P03372	Homo sapiens	IUPHAR	12672240	Ki	=	1.039999962	III
Vemurafenib	Vemurafenib	RAF1	Protein	P04049	Homo sapiens	IUPHAR	26343583	IC50	=		III
Vemurafenib	Vemurafenib	RAF1	Protein	P04049	Homo sapiens	IUPHAR	22808911	IC50	=		III
Vemurafenib	Vemurafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	23094782	NA	NA	NA	II
Vemurafenib	Vemurafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22808911	IC50	=	100	III
STO609	STO609	CAMKK1	Protein	Q8N5S9	Homo sapiens	IUPHAR	11867640	IC50	=	140	III
STO609	STO609	CAMKK2	Protein	Q96RR4	Homo sapiens	IUPHAR	11867640	IC50	=	40	III
Vargetef	Vargetef	PDGFRA	Protein	P16234	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	PDGFRA	Protein	P16234	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	18559524	IC50	=	59	III
Vargetef	Vargetef	FGFR3	Protein	P22607	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FGFR3	Protein	P22607	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	18559524	IC50	=	108	III
Vargetef	Vargetef	FGFR1	Protein	P11362	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FGFR1	Protein	P11362	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	18559524	IC50	=	69	III
Vargetef	Vargetef	KDR	Protein	P35968	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	KDR	Protein	P35968	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	KDR	Protein	P35968	Homo sapiens	IUPHAR	18559524	IC50	=	21	III
Vargetef	Vargetef	LCK	Protein	P06239	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	LCK	Protein	P06239	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT1	Protein	P17948	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FLT1	Protein	P17948	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT1	Protein	P17948	Homo sapiens	IUPHAR	18559524	IC50	=	31	III
Vargetef	Vargetef	FLT4	Protein	P35916	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FLT4	Protein	P35916	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT4	Protein	P35916	Homo sapiens	IUPHAR	18559524	IC50	=	13	III
Vargetef	Vargetef	PDGFRB	Protein	P09619	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	PDGFRB	Protein	P09619	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	18559524	IC50	=	65	III
Vargetef	Vargetef	FLT3	Protein	P36888	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FLT3	Protein	P36888	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	18559524	IC50	=	610	III
Vargetef	Vargetef	LYN	Protein	P07948	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	LYN	Protein	P07948	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR2	Protein	P21802	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	FGFR2	Protein	P21802	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	18559524	IC50	=	37	III
Vargetef	Vargetef	SRC	Protein	P12931	Homo sapiens	DrugBank	31016670	NA	NA	NA	II
Vargetef	Vargetef	SRC	Protein	P12931	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	Nucleoside-specific channel-forming protein tsx	Protein	P0A927	null	DrugBank	17016423	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	Nucleoside-specific channel-forming protein tsx	Protein	P0A927	null	DrugBank	17139284	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	Nucleoside-specific channel-forming protein tsx	Protein	P0A927	null	DrugBank	10592235	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Uridine Triacetate	Uridine Triacetate	LSM6	Protein	P62312	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Vandetanib	Vandetanib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	12499271	IC50	=	300	III
Vandetanib	Vandetanib	RET	Protein	P07949	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Vandetanib	Vandetanib	RET	Protein	P07949	Homo sapiens	IUPHAR	22037378	Kd	=	34	III
Vandetanib	Vandetanib	RET	Protein	P07949	Homo sapiens	IUPHAR	12499271	IC50	=	100	III
Vandetanib	Vandetanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	15743202	IC50	=	9	III
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	19277662	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Vincristine Sulfate	Vincristine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	20442307	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	19277662	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	20691709	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	20442307	NA	NA	NA	II
Vincristine Sulfate	Vincristine Sulfate	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	11168494	NA	NA	NA	II
SR9011	SR9011	NR1D1	Protein	P20393	Homo sapiens	DrugBank	22460951	NA	NA	NA	II
SR9011	SR9011	NR1D1	Protein	P20393	Homo sapiens	IUPHAR	22460951	IC50	=	790	III
SR9011	SR9011	NR1D2	Protein	Q14995	Homo sapiens	DrugBank	22460951	NA	NA	NA	II
SR9011	SR9011	NR1D2	Protein	Q14995	Homo sapiens	IUPHAR	22460951	IC50	=	560	III
Brigatinib	Brigatinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	ERBB2	Protein	P04626	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	ERBB2	Protein	P04626	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	ERBB2	Protein	P04626	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	21502504	IC50	=	129	III
Brigatinib	Brigatinib	ERBB4	Protein	Q15303	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	ERBB4	Protein	Q15303	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	ERBB4	Protein	Q15303	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	FLT3	Protein	P36888	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	FLT3	Protein	P36888	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	FLT3	Protein	P36888	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	IGF1R	Protein	P08069	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	IGF1R	Protein	P08069	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	IGF1R	Protein	P08069	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	INSR	Protein	P06213	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	INSR	Protein	P06213	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	INSR	Protein	P06213	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	MET	Protein	P08581	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	MET	Protein	P08581	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	MET	Protein	P08581	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	25888090	NA	NA	NA	II
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	23239810	NA	NA	NA	II
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	28597393	NA	NA	NA	II
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	21502504	IC50	=	0.620000005	III
Brigatinib	Brigatinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	21502504	Ki	=	0.090000004	III
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15763604	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	16926630	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15709193	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	9264308	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15134221	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	15709193	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	9807659	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15132128	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15866500	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	15032669	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	18979208	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	DrugBank	12724731	NA	NA	NA	II
Capecitabine	Capecitabine	TYMS	Protein	P04818	Homo sapiens	IUPHAR	10631692	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	3806383	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	12477282	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	10378469	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	15380096	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	6094175	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	15321730	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	15104113	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	1394620	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	11741815	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	18501520	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	11408535	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	18366283	NA	NA	NA	II
Carmustine	Carmustine	GSR	Protein	P00390	Homo sapiens	DrugBank	1312851	NA	NA	NA	II
Sacituzumab	Sacituzumab	TACSTD2	Protein	P09758	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Sacituzumab	Sacituzumab	TACSTD2	Protein	P09758	Homo sapiens	DrugBank	21372224	NA	NA	NA	II
Sacituzumab	Sacituzumab	FUBP1	Protein	Q96AE4	Homo sapiens	DrugBank	29031818	NA	NA	NA	II
Sacituzumab	Sacituzumab	FUBP1	Protein	Q96AE4	Homo sapiens	DrugBank	21372224	NA	NA	NA	II
Sacituzumab	Sacituzumab	FUBP1	Protein	Q96AE4	Homo sapiens	DrugBank	31415916	NA	NA	NA	II
Sacituzumab	Sacituzumab	TOP1	Protein	P11387	Homo sapiens	DrugBank	21372224	NA	NA	NA	II
Sacituzumab	Sacituzumab	TOP1	Protein	P11387	Homo sapiens	DrugBank	31415916	NA	NA	NA	II
Tofacitinib	Tofacitinib	JAK2	Protein	O60674	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tofacitinib	Tofacitinib	TYK2	Protein	P29597	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tofacitinib	Tofacitinib	JAK1	Protein	P23458	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tofacitinib	Tofacitinib	JAK3	Protein	P52333	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tofacitinib	Tofacitinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	14593182	IC50	=		III
Tofacitinib	Tofacitinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	21105711	IC50	=		III
Cediranib	Cediranib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	15899831	IC50	<	3	III
Cediranib	Cediranib	KDR	Protein	P35968	Homo sapiens	DrugBank	15899831	NA	NA	NA	II
Cediranib	Cediranib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22037378	Kd	=	1.100000024	III
Cediranib	Cediranib	KDR	Protein	P35968	Homo sapiens	IUPHAR	15899831	IC50	<	1	III
Cediranib	Cediranib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	15899831	IC50	=	36	III
Cediranib	Cediranib	KIT	Protein	P10721	Homo sapiens	IUPHAR	15899831	IC50	=	3	III
Cediranib	Cediranib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	15899831	IC50	=	110	III
Cediranib	Cediranib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	15899831	IC50	=	5	III
Cediranib	Cediranib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	15899831	IC50	=	5	III
Cediranib	Cediranib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	15899831	IC50	>	1000	III
Crenolanib	Crenolanib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22745105	Kd	=	0.74000001	III
Crenolanib	Crenolanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22745105	Kd	=	3.200000048	III
Crenolanib	Crenolanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22745105	Kd	=	2.099999905	III
Crenolanib	Crenolanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22745105	Kd	=	78	III
Crenolanib	Crenolanib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22745105	Kd	=	30	III
Linifanib	Linifanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	16648571	IC50	=	4	III
Linifanib	Linifanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	16648571	IC50	=	66	III
Linifanib	Linifanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	16648571	IC50	=	190	III
Linifanib	Linifanib	RET	Protein	P07949	Homo sapiens	IUPHAR	16648571	IC50	=	1900	III
Linifanib	Linifanib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	0.629999995	III
Linifanib	Linifanib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	16648571	IC50	=	4	III
Linifanib	Linifanib	CDK19	Protein	Q9BWU1	Homo sapiens	IUPHAR	26502155	Kd	=	11.89999962	III
Linifanib	Linifanib	TEK	Protein	Q02763	Homo sapiens	IUPHAR	16648571	IC50	=	170	III
Linifanib	Linifanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	16648571	IC50	=	3	III
Linifanib	Linifanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	16648571	IC50	=	14	III
Linifanib	Linifanib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	16648571	IC50	=	3	III
Linifanib	Linifanib	CDK8	Protein	P49336	Homo sapiens	IUPHAR	26502155	Kd	=	6.840000153	III
Entospletinib	Entospletinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	24779514	IC50	=	7.699999809	III
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	20923259	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	12404296	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	14513432	NA	NA	NA	II
Anastrozole	Anastrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	20413308	IC50	=	15	III
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15991937	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	12710529	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	12719755	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15026875	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	DrugBank	15573751	NA	NA	NA	II
Losartan	Losartan	AGTR1	Protein	P30556	Homo sapiens	IUPHAR	8372104	IC50	=		III
Zebularine	Zebularine	Cytidine deaminase	Protein	P0ABF6	null	DrugBank	17016423	NA	NA	NA	II
Zebularine	Zebularine	Cytidine deaminase	Protein	P0ABF6	null	DrugBank	17139284	NA	NA	NA	II
Lucitanib	Lucitanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22304225	IC50	=	4	III
Lucitanib	Lucitanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22304225	IC50	=	8	III
Lucitanib	Lucitanib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	22304225	IC50	=	7	III
Lucitanib	Lucitanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	22304225	IC50	=	12	III
Lucitanib	Lucitanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22304225	IC50	=	527	III
Lucitanib	Lucitanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22304225	IC50	=	13	III
Lucitanib	Lucitanib	RET	Protein	P07949	Homo sapiens	IUPHAR	22304225	IC50	=	200	III
Neratinib	Neratinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	15173008	IC50	=	92	III
Neratinib	Neratinib	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	22037378	Kd	=	6	III
Neratinib	Neratinib	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	15173008	IC50	=	59	III
Pictilisib	Pictilisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	18754654	IC50	=	3	III
Pictilisib	Pictilisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	18754654	IC50	=	75	III
Pictilisib	Pictilisib	PIK3CB	Protein	P42338	Homo sapiens	IUPHAR	18754654	IC50	=	33	III
Pictilisib	Pictilisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	18754654	IC50	=	3	III
Niraparib	Niraparib	PARP2	Protein	Q9UGN5	Homo sapiens	IUPHAR	19873981	IC50	=	2.099999905	III
Niraparib	Niraparib	PARP1	Protein	P09874	Homo sapiens	IUPHAR	19873981	IC50	=	3.799999952	III
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17578914	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	16271071	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17514873	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	16377807	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	16309315	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17361331	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16271071	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17514873	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16377807	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	16309315	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17361331	NA	NA	NA	II
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Etoposide Phosphate	Etoposide Phosphate	TOP2A	Protein	P11388	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	50.40000153	I
Pazopanib	Pazopanib	SH2B3	Protein	Q9UQQ2	Homo sapiens	DrugBank	17288876	NA	NA	NA	II
Pazopanib	Pazopanib	SH2B3	Protein	Q9UQQ2	Homo sapiens	DrugBank	23072642	NA	NA	NA	II
Pazopanib	Pazopanib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	18620382	IC50	=	74	III
Pazopanib	Pazopanib	FGFR3	Protein	P22607	Homo sapiens	DrugBank	17288876	NA	NA	NA	II
Pazopanib	Pazopanib	FGFR3	Protein	P22607	Homo sapiens	DrugBank	23072642	NA	NA	NA	II
Pazopanib	Pazopanib	FLT4	Protein	P35916	Homo sapiens	DrugBank	17288876	NA	NA	NA	II
Pazopanib	Pazopanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	18620382	IC50	=	47	III
Pazopanib	Pazopanib	FLT1	Protein	P17948	Homo sapiens	DrugBank	17288876	NA	NA	NA	II
Pazopanib	Pazopanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	18620382	IC50	=	10	III
