ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
077433	002	AP	1	1
077433	003	AP	1	1
077437	001	AB	1	1
077438	001	AB	1	1
077438	002	AB	1	1
077438	003	AB	1	1
077440	001	AB	1	1
077440	002	AB	1	1
077443	001	AB	1	1
077443	002	AB	1	1
077443	003	AB	1	1
077446	001	AB	1	1
077446	002	AB	1	1
077447	001	AB	1	1
077449	001	AB	1	1
077449	002	AB	1	1
077449	003	AB	1	1
077449	004	AB	1	1
077449	005	AB	1	1
077450	001	AP	1	1
077450	002	AP	1	1
077455	001	AB1	1	1
077455	002	AB1	1	1
077455	003	AB1	1	1
077456	001	AB	1	1
077456	002	AB	1	1
077456	003	AB	1	1
077457	001	AP	1	1
077457	002	AP	1	1
077457	003	AP	1	1
077458	001	AP	1	1
077459	001	AB	1	1
077459	002	AB	1	1
077459	003	AB	1	1
077460	001	AB	1	1
077460	002	AB	1	1
077460	003	AB	1	1
077460	004	AB	1	1
077460	005	AB	1	1
077460	006	AB	1	1
077460	007	AB	1	1
077461	001	AB	1	1
077461	002	AB	1	1
077462	001	AB	1	1
077462	002	AB	1	1
077463	001	AB	1	1
077463	002	AB	1	1
077466	001	AB	1	1
077466	002	AB	1	1
077466	003	AB	1	1
077470	001	AB	1	1
077470	002	AB	1	1
077470	003	AB	1	1
077470	004	AB	1	1
077471	001	AB	1	1
077473	001	AP	1	1
077474	001	AB	1	1
077474	002	AB	1	1
077474	003	AB	1	1
077474	004	AB	1	1
077475	001	AB2	1	1
077476	001	AA	1	1
077477	001	AB	1	1
077478	001	AB	1	1
077478	002	AB	1	1
077481	001	AP	1	1
077487	001	AB	1	1
077487	002	AB	1	1
077487	003	AB	1	1
077488	001	AB	1	1
077488	002	AB	1	1
077488	003	AB	1	1
077488	004	AB	1	1
077488	005	AB	1	1
077488	006	AB	1	1
077489	001	AB	1	1
077489	002	AB	1	1
077489	003	AB	1	1
077491	001	AB	1	1
077492	001	AB	1	1
077492	002	AB	1	1
077492	003	AB	1	1
077492	004	AB	1	1
077493	001	AB	1	1
077493	002	AB	1	1
077493	003	AB	1	1
077493	004	AB	1	1
077493	005	AB	1	1
077493	006	AB	1	1
077494	001	AB	1	1
077494	002	AB	1	1
077494	003	AB	1	1
077494	004	AB	1	1
077494	005	AB	1	1
077494	006	AB	1	1
077496	001	AP	1	1
077496	002	AP	1	1
077496	003	AP	1	1
077502	001	AB	1	1
077505	001	AB	1	1
077505	002	AB	1	1
077507	001	AB	1	1
077507	002	AB	1	1
077507	003	AB	1	1
077510	001	AB	1	1
077512	001	AB	1	1
077512	002	AB	1	1
077512	003	AB	1	1
077514	001	AB	1	1
077514	002	AB	1	1
077514	003	AB	1	1
077514	004	AB	1	1
077516	001	AB	1	1
077516	002	AB	1	1
077516	003	AB	1	1
077517	001	AB	1	1
077517	002	AB	1	1
077517	003	AB	1	1
077518	001	AB	1	1
077518	002	AB	1	1
077519	001	AN	1	1
077519	002	AN	1	1
077520	001	AB	1	1
077520	002	AB	1	1
077520	003	AB	1	1
077521	001	AB	1	1
077522	001	AB	1	1
077522	002	AB	1	1
077522	003	AB	1	1
077523	001	AB	1	1
077523	002	AB	1	1
077524	001	AB	1	1
077525	001	AB	1	1
077525	002	AB	1	1
077526	001	AB	1	1
077526	002	AB	1	1
077527	001	AB	1	1
077528	001	AB	1	1
077528	002	AB	1	1
077528	003	AB	1	1
077528	004	AB	1	1
077530	001	AB	1	1
077530	002	AB	1	1
077530	003	AB	1	1
077530	004	AB	1	1
077532	001	AB	1	1
077532	002	AB	1	1
077532	003	AB	1	1
077533	001	AB	1	1
077534	001	AB	1	1
077534	002	AB	1	1
077534	003	AB	1	1
077535	001	AB	1	1
077535	002	AB	1	1
077535	003	AB	1	1
077536	001	AB	1	1
077536	002	AB	1	1
077537	001	AB1	1	1
077537	002	AB1	1	1
077537	003	AB1	1	1
077538	001	AB	1	1
077541	001	AP	1	1
077542	001	AB	1	1
077542	002	AB	1	1
077542	003	AB	1	1
077543	001	AB	1	1
077543	002	AB	1	1
077543	003	AB	1	1
077543	004	AB	1	1
077543	005	AB	1	1
077543	006	AB	1	1
077547	001	AB	1	1
077548	001	AP	1	1
077549	001	AB	1	1
077550	001	AB	1	1
077550	002	AB	1	1
077550	003	AB	1	1
077551	001	AP	1	1
077552	001	AB	1	1
077553	001	AB	1	1
077555	001	AB	1	1
077555	002	AB	1	1
077557	001	AB	1	1
077557	002	AB	1	1
077559	001	AN	1	1
077560	001	AB	1	1
077560	002	AB	1	1
077560	003	AB	1	1
077560	004	AB	1	1
077561	001	AB	1	1
077561	002	AB	1	1
077561	003	AB	1	1
077561	004	AB	1	1
077562	001	AB	1	1
077562	002	AB	1	1
077562	003	AB	1	1
077562	004	AB	1	1
077563	001	AB	1	1
077563	002	AB	1	1
077565	001	AB	1	1
077565	002	AB	1	1
077565	003	AB	1	1
077565	004	AB	1	1
077567	001	AB	1	1
077567	002	AB	1	1
077568	001	AT	1	1
077570	001	AB	1	1
077571	002	AB	1	1
077571	003	AB	1	1
077574	001	AP	1	1
077575	001	AB	1	1
077575	002	AB	1	1
077575	003	AB	1	1
077575	004	AB	1	1
077577	001	AP	1	1
077578	001	AB	1	1
077579	001	AT	1	1
077580	003	AB	1	1
077580	004	AB	1	1
077580	005	AB	1	1
077584	001	AB	1	1
077584	002	AB	1	1
077584	003	AB	1	1
077584	004	AB	1	1
077587	001	AB	1	1
077587	002	AB	1	1
077587	003	AB	1	1
077589	001	AB	1	1
077589	002	AB	1	1
077589	003	AB	1	1
077590	001	AB	1	1
077590	002	AB	1	1
077590	003	AB	1	1
077593	001	AB	1	1
077593	002	AB	1	1
077593	003	AB	1	1
077603	001	AB	1	1
077603	002	AB	1	1
077603	003	AB	1	1
077605	001	AB	1	1
077605	002	AB	1	1
077605	003	AB	1	1
077606	001	AB	1	1
077606	002	AB	1	1
077606	003	AB	1	1
077608	001	AB	1	1
077608	002	AB	1	1
077608	003	AB	1	1
077610	001	AP	1	1
077613	001	AB	1	1
077613	002	AB	1	1
077614	001	AB	1	1
077614	002	AB	1	1
077614	003	AB	1	1
077614	004	AB	1	1
077615	001	AB	1	1
077615	002	AB	1	1
077615	003	AB	1	1
077616	001	AB2	1	1
077616	002	AB2	1	1
077616	003	AB2	1	1
077619	001	AB	1	1
077619	002	AB	1	1
077620	001	AB	1	1
077620	002	AB	1	1
077620	003	AB	1	1
077621	001	AB	1	1
077621	002	AB	1	1
077621	003	AB	1	1
077621	004	AB	1	1
077622	001	AB	1	1
077622	002	AB	1	1
077622	003	AB	1	1
077622	004	AB	1	1
077622	005	AB	1	1
077622	006	AB	1	1
077623	001	AT	1	1
077624	001	AB	1	1
077624	002	AB	1	1
077624	003	AB	1	1
077625	001	AB	1	1
077625	002	AB	1	1
077625	003	AB	1	1
077626	001	AB	1	1
077626	002	AB	1	1
077626	003	AB	1	1
077626	004	AB	1	1
077627	001	AB	1	1
077627	002	AB	1	1
077627	003	AB	1	1
077627	004	AB	1	1
077629	001	AA	1	1
077630	001	AB	1	1
077633	001	AB	1	1
077633	003	AB	1	1
077633	004	AB	1	1
077633	005	AB	1	1
077634	001	AB	1	1
077634	002	AB	1	1
077634	003	AB	1	1
077636	001	AB	1	1
077636	002	AB	1	1
077636	003	AB	1	1
077637	001	AB	1	1
077637	002	AB	1	1
077637	003	AB	1	1
077642	001	AB	1	1
077642	002	AB	1	1
077642	003	AB	1	1
077646	001	AB	1	1
077647	001	AB	1	1
077647	002	AB	1	1
077647	003	AB	1	1
077651	001	AB	1	1
077651	002	AB	1	1
077651	003	AB	1	1
077652	001	AB	1	1
077652	002	AB	1	1
077652	003	AB	1	1
077653	001	AB	1	1
077653	002	AB	1	1
077653	003	AB	1	1
077653	004	AB	1	1
077653	005	AB	1	1
077654	001	AB	1	1
077654	002	AB	1	1
077654	003	AB	1	1
077655	001	AB	1	1
077655	002	AB	1	1
077657	001	AB	1	1
077657	002	AB	1	1
077657	003	AB	1	1
077661	004	AB	1	1
077661	005	AB	1	1
077662	001	AB	1	1
077662	002	AB	1	1
077665	001	AB	1	1
077665	002	AB	1	1
077666	001	AB	1	1
077666	002	AB	1	1
077666	003	AB	1	1
077667	001	AB	1	1
077667	002	AB	1	1
077670	001	AB	1	1
077670	002	AB	1	1
077670	003	AB	1	1
077671	001	AB	1	1
077671	002	AB	1	1
077671	003	AB	1	1
077672	001	AB	1	1
077672	002	AB	1	1
077672	003	AB	1	1
077672	004	AB	1	1
077676	001	AB	1	1
077678	001	AB	1	1
077681	001	AB2	1	1
077684	001	AB	1	1
077686	001	AB	1	1
077686	002	AB	1	1
077686	003	AB	1	1
077686	004	AB	1	1
077686	005	AB	1	1
077686	006	AB	1	1
077687	001	AT	1	1
077689	001	AT	1	1
077690	001	AB	1	1
077690	002	AB	1	1
077690	003	AB	1	1
077690	004	AB	1	1
077691	001	AB	1	1
077691	002	AB	1	1
077691	003	AB	1	1
077691	004	AB	1	1
077691	005	AB	1	1
077700	001	AT	1	1
077701	001	AB	1	1
077702	001	AA	1	1
077703	001	AP	1	1
077703	002	AP	1	1
077704	001	AB	1	1
077706	001	AA	1	1
077707	001	AB2	1	1
077707	002	AB2	1	1
077707	003	AB2	1	1
077708	001	AB	1	1
077708	002	AB	1	1
077711	001	AB	1	1
077711	002	AB	1	1
077711	003	AB	1	1
077712	001	AB	1	1
077712	002	AB	1	1
077712	003	AB	1	1
077712	004	AB	1	1
077712	005	AB	1	1
077714	001	AB	1	1
077715	001	AB3	1	1
077716	001	AP	1	1
077719	001	AA	1	1
077721	001	AB	1	1
077722	001	AB	1	1
077723	001	AB	1	1
077723	002	AB	1	1
077724	001	AB	1	1
077724	002	AB	1	1
077724	003	AB	1	1
077724	004	AB	1	1
077724	005	AB	1	1
077725	001	AB	1	1
077725	002	AB	1	1
077725	003	AB	1	1
077725	004	AB	1	1
077727	001	AB	1	1
077728	001	AB	1	1
077731	001	AB	1	1
077731	002	AB	1	1
077731	003	AB	1	1
077731	004	AB	1	1
077732	001	AB	1	1
077732	002	AB	1	1
077732	003	AB	1	1
077733	001	AB	1	1
077733	002	AB	1	1
077733	003	AB	1	1
077733	004	AB	1	1
077734	001	AB	1	1
077734	002	AB	1	1
077734	003	AB	1	1
077736	001	AA	1	1
077739	001	AB	1	1
077739	002	AB	1	1
077739	003	AB	1	1
077741	001	AB	1	1
077741	002	AB	1	1
077741	003	AB	1	1
077741	004	AB	1	1
077742	001	AB	1	1
077742	002	AB	1	1
077742	003	AB	1	1
077742	004	AB	1	1
077742	005	AB	1	1
077743	001	AB	1	1
077744	001	AB	1	1
077744	002	AB	1	1
077744	003	AB	1	1
077745	001	AB	1	1
077745	002	AB	1	1
077745	003	AB	1	1
077745	004	AB	1	1
077745	005	AB	1	1
077745	006	AB	1	1
077745	007	AB	1	1
077746	001	AB	1	1
077746	002	AB	1	1
077746	003	AB	1	1
077747	001	AB	1	1
077747	002	AB	1	1
077747	003	AB	1	1
077748	001	AB	1	1
077748	002	AB	1	1
077748	003	AB	1	1
077749	001	AB	1	1
077749	002	AB	1	1
077749	003	AB	1	1
077750	001	AB	1	1
077751	001	AB	1	1
077751	002	AB	1	1
077751	003	AB	1	1
077751	004	AB	1	1
077752	001	AB	1	1
077752	002	AB	1	1
077752	003	AB	1	1
077752	004	AB	1	1
077752	005	AB	1	1
077753	001	AP	1	1
077753	002	AP	1	1
077754	001	AB	1	1
077754	002	AB	1	1
077754	003	AB	1	1
077756	001	AN	1	1
077756	002	AN	1	1
077756	003	AN	1	1
077759	001	AB	1	1
077759	002	AB	1	1
077759	003	AB	1	1
077760	001	AP	1	1
077761	001	AP	1	1
077763	001	AB1	1	1
077764	001	AT	1	1
077765	001	AB	1	1
077765	002	AB	1	1
077765	003	AB	1	1
077769	001	AB	1	1
077769	002	AB	1	1
077769	003	AB	1	1
077769	004	AB	1	1
077769	005	AB	1	1
077769	006	AB	1	1
077770	001	AB	1	1
077771	001	AB	1	1
077771	002	AB	1	1
077771	003	AB	1	1
077772	001	AN	1	1
077772	002	AN	1	1
077774	001	AA	1	1
077776	001	AP	1	1
077776	002	AP	1	1
077780	001	AB	1	1
077780	002	AB	1	1
077780	003	AB	1	1
077780	004	AB	1	1
077781	001	AB	1	1
077781	002	AB	1	1
077781	003	AB	1	1
077783	001	AB	1	1
077783	002	AB	1	1
077783	003	AB	1	1
077783	004	AB	1	1
077785	001	AB	1	1
077787	001	AB	1	1
077787	002	AB	1	1
077787	003	AB	1	1
077788	001	AA	1	1
077789	001	AT	1	1
077790	001	AP	1	1
077793	001	AB	1	1
077794	001	AB	1	1
077794	002	AB	1	1
077794	003	AB	1	1
077795	001	AB	1	1
077795	002	AB	1	1
077795	003	AB	1	1
077797	001	AB	1	1
077797	002	AB	1	1
077800	001	AN	1	1
077800	002	AN	1	1
077800	003	AN	1	1
077801	001	AB	1	1
077801	002	AB	1	1
077801	003	AB	1	1
077802	001	AB	1	1
077802	002	AB	1	1
077802	003	AB	1	1
077805	001	AB	1	1
077805	002	AB	1	1
077805	003	AB	1	1
077806	001	AB	1	1
077807	001	AB	1	1
077811	001	AB	1	1
077812	001	AA	1	1
077813	001	AB	1	1
077813	002	AB	1	1
077813	003	AB	1	1
077819	001	AB	1	1
077820	001	AB	1	1
077820	002	AB	1	1
077824	001	AB	1	1
077824	002	AB	1	1
077827	001	AB	1	1
077827	002	AB	1	1
077828	001	AB	1	1
077828	002	AB	1	1
077831	001	AB	1	1
077833	001	AB	1	1
077833	002	AB	1	1
077834	001	AP	1	1
077836	001	AB	1	1
077837	001	AB	1	1
077837	002	AB	1	1
077837	003	AB	1	1
077837	004	AB	1	1
077837	005	AB	1	1
077839	001	AN	1	1
077840	001	AP	1	1
077841	001	AP	1	1
077842	001	AB	1	1
077844	001	AB	1	1
077845	001	AT	1	1
077846	001	AT	1	1
077847	001	AT	1	1
077849	001	AA	1	1
077851	001	AB	1	1
077851	002	AB	1	1
077852	001	AB	1	1
077852	002	AB	1	1
077852	003	AB	1	1
077852	004	AB	1	1
077852	005	AB	1	1
077852	006	AB	1	1
077852	007	AB	1	1
077853	001	AB	1	1
077853	002	AB	1	1
077853	003	AB	1	1
077854	001	AB	1	1
077854	002	AB	1	1
077854	003	AB	1	1
077854	004	AB	1	1
077854	005	AB	1	1
077855	001	AB	1	1
077855	002	AB	1	1
077856	001	AB	1	1
077856	002	AB	1	1
077856	003	AB	1	1
077857	001	AP	1	1
077857	002	AP	1	1
077857	003	AP	1	1
077857	004	AP	1	1
077857	005	AP	1	1
077857	006	AP	1	1
077857	007	AP	1	1
077858	001	AB	1	1
077859	001	AB	1	1
077859	002	AB	1	1
077859	003	AB	1	1
077861	001	AP	1	1
077861	002	AP	1	1
077861	003	AP	1	1
077861	004	AP	1	1
077862	002	AB	1	1
077863	003	AB	1	1
077867	001	AN	1	1
077868	001	AB	1	1
077868	002	AB	1	1
077869	001	AB	1	1
077869	002	AB	1	1
077869	003	AB	1	1
077870	001	AB	1	1
077870	002	AB	1	1
077870	003	AB	1	1
077871	001	AP	1	1
077873	001	AB	1	1
077873	002	AB	1	1
077877	001	AB	1	1
077877	002	AB	1	1
077877	003	AB	1	1
077878	001	AB	1	1
077878	002	AB	1	1
077880	001	AB	1	1
077880	002	AB	1	1
077880	003	AB	1	1
077882	001	AB	1	1
077882	002	AB	1	1
077883	001	AB	1	1
077884	001	AB	1	1
077884	002	AB	1	1
077890	001	AB	1	1
077890	002	AB	1	1
077890	003	AB	1	1
077890	004	AB	1	1
077893	001	AA	1	1
077894	001	AB	1	1
077894	002	AB	1	1
077894	003	AB	1	1
077895	001	AB	1	1
077896	001	AB	1	1
077898	001	AB	1	1
077898	002	AB	1	1
077899	001	AB1	1	1
077899	002	AB1	1	1
077899	003	AB1	1	1
077900	001	AB	1	1
077900	002	AB	1	1
077900	003	AB	1	1
077900	004	AB	1	1
077901	001	AB	1	1
077901	002	AB	1	1
077901	003	AB	1	1
077903	001	AB	1	1
077903	002	AB	1	1
077904	001	AB	1	1
077904	002	AB	1	1
077904	003	AB	1	1
077904	004	AB	1	1
077906	001	AP	1	1
077907	001	AP	1	1
077908	001	AB	1	1
077909	001	AP	1	1
077909	002	AP	1	1
077910	001	AB	1	1
077910	002	AB	1	1
077911	001	AB	1	1
077911	002	AB	1	1
077911	003	AB	1	1
077912	001	AB	1	1
077912	002	AB	1	1
077912	003	AB	1	1
077913	001	AP	1	1
077914	001	AB	1	1
077915	001	AP	1	1
077915	002	AP	1	1
077917	001	AB	1	1
077917	002	AB	1	1
077917	003	AB	1	1
077917	004	AB	1	1
077918	001	AB	1	1
077918	002	AB	1	1
077919	001	AB	1	1
077920	001	AB	1	1
077920	002	AB	1	1
077921	001	AB	1	1
077921	002	AB	1	1
077923	001	AB	1	1
077923	002	AB	1	1
077926	001	AP	1	1
077926	002	AP	1	1
077926	003	AP	1	1
077927	001	AB	1	1
077927	002	AB	1	1
077928	001	AB	1	1
077928	002	AB	1	1
077929	001	AB	1	1
077929	002	AB	1	1
077931	001	AB	1	1
077931	002	AB	1	1
077932	001	AB	1	1
077932	002	AB	1	1
077936	001	AB	1	1
077936	002	AB	1	1
077937	001	AB	1	1
077937	002	AB	1	1
077938	001	AB	1	1
077938	002	AB	1	1
077941	001	AP	1	1
077942	001	AP	1	1
077942	002	AP	1	1
077944	001	AB	1	1
077944	002	AB	1	1
077947	001	AP	1	1
077947	002	AP	1	1
077948	001	AB	1	1
077948	002	AB	1	1
077948	003	AB	1	1
077953	001	AB	1	1
077953	002	AB	1	1
077953	003	AB	1	1
077953	004	AB	1	1
077953	005	AB	1	1
077953	006	AB	1	1
077954	001	AB	1	1
077955	001	AB	1	1
077955	002	AB	1	1
077955	003	AB	1	1
077956	001	AB	1	1
077960	001	AA	1	1
077963	001	AP	1	1
077965	001	AA	1	1
077966	001	AP	1	1
077969	001	AB	1	1
077969	002	AB	1	1
077969	003	AB	1	1
077971	002	AB	1	1
077974	001	AB	1	1
077974	002	AB	1	1
077974	003	AB	1	1
077977	001	AB	1	1
077977	002	AB	1	1
077977	003	AB	1	1
077981	001	AA	1	1
077982	001	AB	1	1
077982	002	AB	1	1
077982	003	AB	1	1
077982	004	AB	1	1
077983	001	AP	1	1
077983	002	AP	1	1
077984	001	AB	1	1
077987	001	AB	1	1
077987	002	AB	1	1
077987	003	AB	1	1
077987	004	AB	1	1
077988	001	AP	1	1
077988	002	AP	1	1
077989	001	AP	1	1
077990	001	AB	1	1
077990	002	AB	1	1
077997	001	AP	1	1
077998	001	AP	1	1
077998	002	AP	1	1
077998	003	AP	1	1
078002	001	AA	1	1
078003	001	AB	1	1
078003	002	AB	1	1
078004	001	AB	1	1
078005	001	AB	1	1
078005	002	AB	1	1
078005	003	AB	1	1
078008	001	AB	1	1
078008	002	AB	1	1
078009	002	AB	1	1
078009	003	AB	1	1
078010	001	AB	1	1
078010	002	AB	1	1
078010	003	AB	1	1
078011	001	AP	1	1
078012	001	AB	1	1
078015	001	AB	1	1
078020	001	AB	1	1
078020	002	AB	1	1
078020	003	AB	1	1
078020	004	AB	1	1
078020	005	AB	1	1
078021	001	AB	1	1
078021	002	AB	1	1
078021	003	AB	1	1
078022	001	AB	1	1
078022	002	AB	1	1
078022	003	AB	1	1
078022	004	AB	1	1
078024	001	AP	1	1
078024	002	AP	1	1
078027	001	AB	1	1
078027	002	AB	1	1
078030	001	AA	1	1
078031	001	AT	1	1
078032	001	AB	1	1
078032	002	AB	1	1
078032	003	AB	1	1
078033	001	AB	1	1
078034	001	AB	1	1
078034	002	AB	1	1
078034	003	AB	1	1
078034	004	AB	1	1
078034	005	AB	1	1
078035	001	AB	1	1
078036	001	AB	1	1
078036	002	AB	1	1
078036	003	AB	1	1
078036	004	AB	1	1
078036	005	AB	1	1
078036	006	AB	1	1
078037	001	AB	1	1
078040	001	AB	1	1
078040	002	AB	1	1
078040	003	AB	1	1
078040	004	AB	1	1
078040	005	AB	1	1
078040	006	AB	1	1
078042	001	AB	1	1
078042	002	AB	1	1
078042	003	AB	1	1
078042	004	AB	1	1
078043	001	AB	1	1
078043	002	AB	1	1
078043	003	AB	1	1
078045	001	AB2	1	1
078046	001	AT	1	1
078048	001	AB	1	1
078048	002	AB	1	1
078050	001	AB	1	1
078050	002	AB	1	1
078052	001	AP	1	1
078055	001	AB	1	1
078055	002	AB	1	1
078056	001	AB	1	1
078056	002	AB	1	1
078056	003	AB	1	1
078056	004	AB	1	1
078058	001	AB	1	1
078060	001	AB	1	1
078060	002	AB	1	1
078061	001	AB	1	1
078062	001	AP	1	1
078062	002	AP	1	1
078065	001	AB	1	1
078065	002	AB	1	1
078065	003	AB	1	1
078065	004	AB	1	1
078069	001	AB	1	1
078069	002	AB	1	1
078069	003	AB	1	1
078070	001	AB	1	1
078070	002	AB	1	1
078071	001	AB	1	1
078071	002	AB	1	1
078071	003	AB	1	1
078071	004	AB	1	1
078071	005	AB	1	1
078071	006	AB	1	1
078075	001	AT	1	1
078076	001	AP	1	1
078080	001	AB	1	1
078083	001	AB	1	1
078083	002	AB	1	1
078083	003	AB	1	1
078084	001	AP	1	1
078085	001	AP	1	1
078086	001	AP	1	1
078086	002	AP	1	1
078087	001	AB	1	1
078087	002	AB	1	1
078087	003	AB	1	1
078088	001	AB	1	1
078088	002	AB	1	1
078088	003	AB	1	1
078088	004	AB	1	1
078090	001	AP	1	1
078092	001	AB	1	1
078092	002	AB	1	1
078096	001	AP	1	1
078098	001	AP	1	1
078099	001	AB	1	1
078099	002	AB	1	1
078099	003	AB	1	1
078101	001	AB	1	1
078101	002	AB	1	1
078101	003	AB	1	1
078101	004	AB	1	1
078102	001	AB	1	1
078102	002	AB	1	1
078103	001	AB	1	1
078103	002	AB	1	1
078103	003	AB	1	1
078103	004	AB	1	1
078103	005	AB	1	1
078105	001	AA	1	1
078106	001	AB	1	1
078106	002	AB	1	1
078106	003	AB	1	1
078106	004	AB	1	1
078107	001	AP	1	1
078107	002	AP	1	1
078108	001	AB	1	1
078108	002	AB	1	1
078108	003	AB	1	1
078109	001	AB	1	1
078109	002	AB	1	1
078109	003	AB	1	1
078109	004	AB	1	1
078110	001	AB	1	1
078110	002	AB	1	1
078110	003	AB	1	1
078110	004	AB	1	1
078110	005	AB	1	1
078110	006	AB	1	1
078110	007	AB	1	1
078112	001	AA	1	1
078113	001	AP	1	1
078113	002	AP	1	1
078115	001	AB	1	1
078115	002	AB	1	1
078115	003	AB	1	1
078116	001	AB	1	1
078116	002	AB	1	1
078116	003	AB	1	1
078116	004	AB	1	1
078116	005	AB	1	1
078122	001	AP	1	1
078122	002	AP	1	1
078124	001	AT	1	1
078127	001	AA	1	1
078128	001	AB	1	1
078133	001	AB	1	1
078137	001	AP	1	1
078138	001	AB	1	1
078138	002	AB	1	1
078138	003	AB	1	1
078139	001	AB	1	1
078139	002	AB	1	1
078144	001	AT	1	1
078146	001	AB	1	1
078147	001	AB	1	1
078147	002	AB	1	1
078148	001	AB	1	1
078148	002	AB	1	1
078150	001	AB	1	1
078150	002	AB	1	1
078150	003	AB	1	1
078151	001	AP	1	1
078152	001	AB	1	1
078152	002	AB	1	1
078154	001	AB	1	1
078154	002	AB	1	1
078154	003	AB	1	1
078155	001	AB	1	1
078155	002	AB	1	1
078155	003	AB	1	1
078155	004	AB	1	1
078155	005	AB	1	1
078156	001	AP	1	1
078156	002	AP	1	1
078156	003	AP	1	1
078157	001	AB	1	1
078158	001	AP	1	1
078161	001	AB	1	1
078162	001	AB	1	1
078163	001	AB	1	1
078164	001	AB	1	1
078165	001	AB	1	1
078165	002	AB	1	1
078165	003	AB	1	1
078165	004	AB	1	1
078166	001	AB	1	1
078166	002	AB	1	1
078167	001	AP	1	1
078169	001	AB	1	1
078169	002	AB	1	1
078169	003	AB	1	1
078170	001	AB	1	1
078170	002	AB	1	1
078170	003	AB	1	1
078171	001	AN	1	1
078171	002	AN	1	1
078171	003	AN	1	1
078172	001	AT	1	1
078173	001	AB	1	1
078173	002	AB	1	1
078175	001	AB	1	1
078175	002	AB	1	1
078175	003	AB	1	1
078177	001	AP	1	1
078178	001	AB	1	1
078179	001	AB	1	1
078179	002	AB	1	1
078181	001	AB	1	1
078181	002	AB	1	1
078181	003	AB	1	1
078182	001	AB	1	1
078182	002	AB	1	1
078182	003	AB	1	1
078183	001	AB	1	1
078183	002	AB	1	1
078184	001	AB	1	1
078184	002	AB	1	1
078188	001	AP	1	1
078188	002	AP	1	1
078189	001	AB	1	1
078189	002	AB	1	1
078189	003	AB	1	1
078190	001	AB	1	1
078191	001	AB	1	1
078191	002	AB	1	1
078191	003	AB	1	1
078191	004	AB	1	1
078193	001	AB	1	1
078194	001	AB	1	1
078194	002	AB	1	1
078194	003	AB	1	1
078194	004	AB	1	1
078195	001	AB	1	1
078199	001	AB	1	1
078202	001	AN	1	1
078202	002	AN	1	1
078203	001	AB	1	1
078203	002	AB	1	1
078203	003	AB	1	1
078207	001	AB	1	1
078210	001	AB	1	1
078210	002	AB	1	1
078210	003	AB	1	1
078211	001	AB	1	1
078211	002	AB	1	1
078211	003	AB	1	1
078212	001	AB	1	1
078212	002	AB	1	1
078212	003	AB	1	1
078213	001	AB	1	1
078213	002	AB	1	1
078213	003	AB	1	1
078213	004	AB	1	1
078213	005	AB	1	1
078214	001	AB	1	1
078214	002	AB	1	1
078215	001	AB	1	1
078216	001	AB	1	1
078216	002	AB	1	1
078216	003	AB	1	1
078217	001	AB	1	1
078217	002	AB	1	1
078217	003	AB	1	1
078217	004	AB	1	1
078218	001	AB	1	1
078218	002	AB	1	1
078220	001	AB	1	1
078222	001	AT	1	1
078223	001	AB	1	1
078224	001	AB	1	1
078224	002	AB	1	1
078224	003	AB	1	1
078225	001	AB	1	1
078226	001	AB	1	1
078226	002	AB	1	1
078226	003	AB	1	1
078227	001	AB	1	1
078227	002	AB	1	1
078227	003	AB	1	1
078227	004	AB	1	1
078228	001	AP	1	1
078231	001	AB	1	1
078231	002	AB	1	1
078231	003	AB	1	1
078232	001	BX	1	1
078232	002	BX	1	1
078232	003	BX	1	1
078233	001	AT	1	1
078234	001	AB	1	1
078234	002	AB	1	1
078234	003	AB	1	1
078235	001	AB	1	1
078235	002	AB	1	1
078235	003	AB	1	1
078235	004	AB	1	1
078239	001	AB	1	1
078239	002	AB	1	1
078240	001	AB	1	1
078240	002	AB	1	1
078240	003	AB	1	1
078240	004	AB	1	1
078242	001	AP	1	1
078243	001	AB	1	1
078243	002	AB	1	1
078243	003	AB	1	1
078244	001	AP	1	1
078245	001	AB	1	1
078245	002	AB	1	1
078245	003	AB	1	1
078246	001	AB	1	1
078246	002	AB	1	1
078246	003	AB	1	1
078246	004	AB	1	1
078249	001	AB	1	1
078249	002	AB	1	1
078249	003	AB	1	1
078249	004	AB	1	1
078250	001	AB	1	1
078250	002	AB	1	1
078250	003	AB	1	1
078251	001	AB	1	1
078251	002	AB	1	1
078251	003	AB	1	1
078251	004	AB	1	1
078252	001	AP	1	1
078252	002	AP	1	1
078253	001	AB	1	1
078253	002	AB	1	1
078254	001	AB	1	1
078254	002	AB	1	1
078254	003	AB	1	1
078257	001	AP	1	1
078258	001	AP	1	1
078258	002	AP	1	1
078261	001	AP	1	1
078262	001	AP	1	1
078263	001	AB	1	1
078263	002	AB	1	1
078263	003	AB	1	1
078266	001	AB	1	1
078267	001	AB	1	1
078269	001	AB	1	1
078269	002	AB	1	1
078269	003	AB	1	1
078269	004	AB	1	1
078269	005	AB	1	1
078269	006	AB	1	1
078270	001	AT	1	1
078271	001	AB	1	1
078273	001	AB	1	1
078273	002	AB	1	1
078274	001	AP	1	1
078274	002	AP	1	1
078277	001	AP	1	1
078278	001	AB	1	1
078278	002	AB	1	1
078278	003	AB	1	1
078279	001	AB	1	1
